model_answer,serial_number
"{""columns"":[""Age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",441
"{""columns"":[""CAEC"",""family_history_with_overweight""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",442
"{""columns"":[""North America""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile""]}",443
"{""columns"":[""Nigeria"",""China""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",444
"{""columns"":[""Philippines"",""Vietnam"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test"",""Standard Deviation"",""Range"",""Quartile""]}",445
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",446
"{""columns"":[""age"",""famrel""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",447
"{""columns"":[""Recency"",""Kidhome"",""Income""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",448
"{""columns"":[""Pstatus"",""nursery"",""address""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",449
"{""columns"":[""writing score""],""methods"":[""Quartile""]}",450
"{""columns"":[""Death Age : 21-50 "",""Attack method: Assassination"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Partial Correlation Coefficient""]}",451
"{""columns"":[""Recency""],""methods"":[""Quartile""]}",452
"{""columns"":[""avg_satisfaction""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",453
"{""columns"":[""Hour""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",454
"{""columns"":[""Terrorist Death Type : Suicide""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",455
"{""columns"":[""Indonesia"",""Bangladesh"",""Year""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",456
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)"",""Death Age : 6-10 ""],""methods"":[""Kolmogorov-Smirnov Test""]}",457
"{""columns"":[""SOP""],""methods"":[""Range""]}",458
"{""columns"":[""Preferred Foot"",""Body Type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",459
"{""columns"":[""heart_disease"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",460
"{""columns"":[""Average Tree Price""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",461
"{""columns"":[""Age"",""Overall""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",462
"{""columns"":[""Age""],""methods"":[""Quartile""]}",463
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",464
"{""columns"":[""reason"",""higher""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",465
"{""columns"":[""MntWines""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",466
"{""columns"":[""WHEEZING"",""CHEST PAIN"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",467
"{""columns"":[""Wage"",""Age"",""Potential""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",468
"{""columns"":[""MntFruits"",""Z_Revenue""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",469
"{""columns"":[""F2019""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",470
"{""columns"":[""mileage(kmpl)"",""torque(Nm)""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",471
"{""columns"":[""Vietnam"",""India"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",472
"{""columns"":[""Actual Weight"",""BMI""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",473
"{""columns"":[""SMOKE"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",474
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",475
"{""columns"":[""Kidhome"",""Teenhome"",""NumDealsPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",476
"{""columns"":[""Terrorist Death Type : Suicide""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",477
"{""columns"":[""Total"",""Attack""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",478
"{""columns"":[""Number of Ratings""],""methods"":[""Kurtosis""]}",479
"{""columns"":[""GENDER"",""PEER_PRESSURE"",""SMOKING""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",480
"{""columns"":[""Pstatus"",""activities""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",481
"{""columns"":[""Weight"",""Release Clause""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",482
"{""columns"":[""Gender"",""MTRANS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",483
"{""columns"":[""SWALLOWING DIFFICULTY"",""CHEST PAIN""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",484
"{""columns"":[""Calories Burn"",""Heart Rate""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",485
"{""columns"":[""Geography"",""Exited""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",486
"{""columns"":[""std_satisfaction"",""median_income""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",487
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",488
"{""columns"":[""Medu"",""G1""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",489
"{""columns"":[""kms_driven"",""mileage(kmpl)""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",490
"{""columns"":[""Death Age : 11-20 ""],""methods"":[""Range""]}",491
"{""columns"":[""Recency"",""MntFruits""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",492
"{""columns"":[""Nigeria"",""India"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Lilliefors Test""]}",493
"{""columns"":[""WHEEZING"",""SHORTNESS OF BREATH"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",494
"{""columns"":[""Total Library Visitors"",""# of Homeless Individuals Served at The Source""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",495
"{""columns"":[""atlantaretail""],""methods"":[""Kurtosis""]}",496
"{""columns"":[""Newspaper Ad Budget ($)""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",497
"{""columns"":[""Cholesterol""],""methods"":[""Median""]}",498
"{""columns"":[""LOR ""],""methods"":[""Kurtosis""]}",499
"{""columns"":[""NCP"",""CH2O""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",500
"{""columns"":[""RestingBP"",""Cholesterol""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",501
"{""columns"":[""traveltime"",""G3"",""age""],""methods"":[""Partial Correlation Coefficient""]}",502
"{""columns"":[""Death Age 100+""],""methods"":[""Skewness""]}",503
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",504
"{""columns"":[""Pakistan"",""Myanmar"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",505
"{""columns"":[""Age""],""methods"":[""Standard Deviation""]}",506
"{""columns"":[""Total eMedia Circulation""],""methods"":[""Quartile""]}",507
"{""columns"":[""goout""],""methods"":[""Standard Deviation""]}",508
"{""columns"":[""Recency"",""Z_Revenue""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",509
"{""columns"":[""ALCOHOL CONSUMING"",""LUNG_CANCER"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",510
"{""columns"":[""North America"",""Japan""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",511
"{""columns"":[""median_income""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile"",""Range""]}",512
"{""columns"":[""Y house price of unit area""],""methods"":[""Range""]}",513
"{""columns"":[""reason"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",514
"{""columns"":[""ALLERGY "",""WHEEZING"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",515
"{""columns"":[""CGPA""],""methods"":[""Descriptive Statistics: Median""]}",516
"{""columns"":[""Thailand"",""Bangladesh""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",517
"{""columns"":[""HP"",""Attack"",""Defense"",""Sp_Atk"",""Sp_Def"",""Speed"",""Total""],""methods"":[""Range""]}",518
"{""columns"":[""ever_married"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",519
"{""columns"":[""FAVC""],""methods"":[""Mode""]}",520
"{""columns"":[""PEER_PRESSURE"",""CHRONIC DISEASE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",521
"{""columns"":[""Potential"",""Special""],""methods"":[""Descriptive Statistics"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",522
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",523
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",524
"{""columns"":[""Dream Weight"",""BMI""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",525
"{""columns"":[""avg_income"",""GDP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",526
"{""columns"":[""Fedu"",""Walc""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",527
"{""columns"":[""std_satisfaction"",""income_inequality""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",528
"{""columns"":[""Work Rate"",""Preferred Foot""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",529
"{""columns"":[""ALCOHOL CONSUMING"",""ALLERGY "",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",530
"{""columns"":[""Research Quality Score"",""International Outlook""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",531
"{""columns"":[""CGPA""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",532
"{""columns"":[""higher"",""reason""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",533
"{""columns"":[""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Median""]}",534
"{""columns"":[""Income"",""Z_CostContact""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test""]}",535
"{""columns"":[""Terrorist Death Type : Killed"",""Terrorist attacks"",""Attack method: Hijacking""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",536
"{""columns"":[""school"",""reason"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",537
"{""columns"":[""Pakistan"",""Bangladesh""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",538
"{""columns"":[""ALLERGY "",""SHORTNESS OF BREATH""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",539
"{""columns"":[""MntSweetProducts""],""methods"":[""Median""]}",540
"{""columns"":[""nursery"",""internet"",""famsize""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",541
"{""columns"":[""Nigeria"",""Myanmar"",""Year""],""methods"":[""Mean"",""Median"",""Range"",""Standard Deviation"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",542
"{""columns"":[""Nationality""],""methods"":[""Mode""]}",543
"{""columns"":[""Industry Score"",""International Outlook""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",544
"{""columns"":[""AUG"",""ANU""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",545
"{""columns"":[""Speed""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",546
