model_answer,serial_number
"{""columns"":[""Terrorist Death Type : Suicide""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",455
"{""columns"":[""Indonesia"",""Bangladesh"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",456
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)"",""Death Age : 6-10""],""methods"":[""Kolmogorov-Smirnov Test""]}",457
"{""columns"":[""SOP""],""methods"":[""Range""]}",458
"{""columns"":[""Preferred Foot"",""Body Type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",459
"{""columns"":[""heart_disease"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",460
"{""columns"":[""Average Tree Price""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",461
"{""columns"":[""Age"",""Overall""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",462
"{""columns"":[""Age""],""methods"":[""Quartile""]}",463
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",464
"{""columns"":[""reason"",""higher""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",465
"{""columns"":[""MntWines""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",466
"{""columns"":[""WHEEZING"",""CHEST PAIN"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",467
"{""columns"":[""Wage"",""Age"",""Potential""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",468
"{""columns"":[""MntFruits"",""Z_Revenue""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",469
"{""columns"":[""F2019""],""methods"":[""Mean""]}",470
"{""columns"":[""mileage(kmpl)"",""torque(Nm)""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",471
"{""columns"":[""Vietnam"",""India""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",472
"{""columns"":[""Actual Weight"",""BMI""],""methods"":[""Descriptive Statistics"",""Standard Deviation"",""Range"",""Quartile"",""Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",473
"{""columns"":[""SMOKE"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",474
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",475
"{""columns"":[""Kidhome"",""Teenhome"",""NumDealsPurchases""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",476
"{""columns"":[""Terrorist Death Type : Suicide""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",477
"{""columns"":[""Total"",""Attack""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",478
"{""columns"":[""Number of Ratings""],""methods"":[""Kurtosis""]}",479
"{""columns"":[""GENDER"",""PEER_PRESSURE"",""SMOKING""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",480
"{""columns"":[""Pstatus"",""activities""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",481
"{""columns"":[""Weight"",""Release Clause""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test"",""Variance Test: F-Test for Variance"",""Distribution Compliance Test: Shapiro-Wilk Test of Normality"",""Distribution Compliance Test: Anderson-Darling Test"",""Distribution Compliance Test: Kolmogorov-Smirnov Test for Normality"",""Distribution Compliance Test: Lilliefors Test""]}",482
"{""columns"":[""Gender"",""MTRANS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",483
"{""columns"":[""SWALLOWING DIFFICULTY"",""CHEST PAIN""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",484
"{""columns"":[""Calories Burn"",""Heart Rate""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",485
"{""columns"":[""Geography"",""Exited""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",486
"{""columns"":[""std_satisfaction"",""median_income""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",487
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",488
"{""columns"":[""Medu"",""G1""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",489
"{""columns"":[""kms_driven"",""mileage(kmpl)""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",490
"{""columns"":[""Death Age : 11-20 ""],""methods"":[""Range""]}",491
"{""columns"":[""Recency"",""MntFruits""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",492
"{""columns"":[""Nigeria"",""India""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test""]}",493
"{""columns"":[""WHEEZING"",""SHORTNESS OF BREATH"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",494
"{""columns"":[""Total Library Visitors"",""# of Homeless Individuals Served at The Source""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",495
"{""columns"":[""atlantaretail""],""methods"":[""Descriptive Statistics: Kurtosis""]}",496
"{""columns"":[""Newspaper Ad Budget ($)""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution"",""Anderson-Darling Test""]}",497
"{""columns"":[""Cholesterol""],""methods"":[""Median""]}",498
"{""columns"":[""LOR ""],""methods"":[""Kurtosis""]}",499
"{""columns"":[""NCP"",""CH2O""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",500
"{""columns"":[""RestingBP"",""Cholesterol""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",501
"{""columns"":[""traveltime"",""G3"",""age""],""methods"":[""Partial Correlation Coefficient""]}",502
"{""columns"":[""Death Age 100+""],""methods"":[""Skewness""]}",503
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",504
"{""columns"":[""Pakistan"",""Myanmar""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",505
"{""columns"":[""Age""],""methods"":[""Standard Deviation""]}",506
"{""columns"":[""Total eMedia Circulation""],""methods"":[""Quartile""]}",507
"{""columns"":[""goout""],""methods"":[""Standard Deviation""]}",508
"{""columns"":[""Recency"",""Z_Revenue""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",509
"{""columns"":[""ALCOHOL CONSUMING"",""LUNG_CANCER"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",510
"{""columns"":[""North America"",""Japan""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",511
"{""columns"":[""median_income""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test""]}",512
"{""columns"":[""Y house price of unit area""],""methods"":[""Range""]}",513
"{""columns"":[""reason"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",514
"{""columns"":[""ALLERGY "",""WHEEZING"",""ANXIETY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",515
"{""columns"":[""CGPA""],""methods"":[""Median""]}",516
"{""columns"":[""Thailand"",""Bangladesh""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test"",""Standard Deviation"",""Range"",""Quartile""]}",517
"{""columns"":[""HP"",""Attack"",""Defense"",""Sp_Atk"",""Sp_Def"",""Speed"",""Total""],""methods"":[""Range""]}",518
"{""columns"":[""ever_married"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",519
"{""columns"":[""FAVC""],""methods"":[""Mode""]}",520
"{""columns"":[""PEER_PRESSURE"",""CHRONIC DISEASE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",521
"{""columns"":[""Potential"",""Special""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",522
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",523
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",524
"{""columns"":[""Dream Weight"",""BMI""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",525
"{""columns"":[""avg_income"",""GDP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",526
"{""columns"":[""Fedu"",""Walc""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",527
"{""columns"":[""std_satisfaction"",""income_inequality""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",528
"{""columns"":[""Work Rate"",""Preferred Foot""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",529
"{""columns"":[""ALCOHOL CONSUMING"",""ALLERGY "",""ANXIETY""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",530
"{""columns"":[""Research Quality Score"",""International Outlook""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",531
"{""columns"":[""CGPA""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",532
"{""columns"":[""higher"",""reason""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",533
"{""columns"":[""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Median""]}",534
"{""columns"":[""Income"",""Z_CostContact""],""methods"":[""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis"",""Distribution Compliance Test: Kolmogorov-Smirnov Test""]}",535
"{""columns"":[""Terrorist attacks"",""Terrorist Death Type : Killed"",""Attack method: Hijacking""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient"",""Mean"",""Median"",""Standard Deviation"",""Range"",""Quartile"",""Skewness"",""Kurtosis""]}",536
"{""columns"":[""school"",""reason"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",537
"{""columns"":[""Pakistan"",""Bangladesh""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",538
"{""columns"":[""ALLERGY "",""SHORTNESS OF BREATH""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",539
"{""columns"":[""MntSweetProducts"",""Dt_Customer""],""methods"":[""Median""]}",540
"{""columns"":[""nursery"",""internet"",""famsize""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",541
"{""columns"":[""Nigeria"",""Myanmar"",""Year""],""methods"":[""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",542
"{""columns"":[""Nationality""],""methods"":[""Mode""]}",543
"{""columns"":[""Industry Score"",""International Outlook""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",544
"{""columns"":[""AUG"",""ANU""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""Standard Deviation""]}",545
"{""columns"":[""Speed""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",546
"{""columns"":[""Special"",""Height""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",547
"{""columns"":[""FATIGUE "",""SHORTNESS OF BREATH"",""SMOKING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",548
"{""columns"":[""Brazil"",""Indonesia"",""Year""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",549
"{""columns"":[""Sales""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Variance Test: Mood Variance Test"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance""]}",550
"{""columns"":[""AUG"",""ANU"",""JUL""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",551
"{""columns"":[""CS-301""],""methods"":[""Mode""]}",552
"{""columns"":[""Overall"",""Release Clause""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",553
"{""columns"":[""Brazil"",""India"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",554
"{""columns"":[""Special"",""Overall"",""Value""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",555
"{""columns"":[""activities"",""internet"",""famsup""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",556
"{""columns"":[""JUL""],""methods"":[""Kurtosis""]}",557
"{""columns"":[""Sports_activity"",""Reading"",""Sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",558
"{""columns"":[""SHORTNESS OF BREATH"",""LUNG_CANCER"",""COUGHING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",559
"{""columns"":[""mileage(kmpl)"",""engine(cc)""],""methods"":[""Kolmogorov-Smirnov Test""]}",560
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",561
