extracted_answer,serial_number
"{
  ""columns"": [""Recency"", ""MntFishProducts""],
  ""methods"": [
    ""Kolmogorov-Smirnov Test"",
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",983
"{
  ""columns"": [""YELLOW_FINGERS"", ""FATIGUE "", ""COUGHING""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",984
"{
  ""columns"": [""Additional_Work"", ""Transportation""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",985
"{
  ""columns"": [""school"", ""reason""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",986
"{
  ""columns"": [""Review""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",987
"{
  ""columns"": [""Age""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",988
"{
  ""columns"": [""family_history_with_overweight"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",989
"{
  ""columns"": [""famsize"", ""romantic"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",990
"{""columns"": [""Year"", ""Number of trees sold"", ""Sales""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",991
"{
  ""columns"": [""Skill Moves"", ""Real Face""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",992
"{""columns"": [""Total Program Attendees"", ""Total Cardholders""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",993
"{
  ""columns"": [""SWALLOWING DIFFICULTY"", ""CHEST PAIN"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",994
"{""columns"": [""Average Tree Price""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}",995
"{
  ""columns"": [""BMI""],
  ""methods"": [""Standard Deviation""]
}",996
"{
  ""columns"": [""reason"", ""internet""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",997
"{
  ""columns"": [""Weight""],
  ""methods"": [""Median""]
}",998
"{
  ""columns"": [""Skill Moves"", ""Real Face""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",999
"{
  ""columns"": [""CHRONIC DISEASE"", ""FATIGUE "", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1000
"{
  ""columns"": [""AUG"", ""SEP""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1001
"{
  ""columns"": [""NOV""],
  ""methods"": [""Mean""]
}",1002
"{
  ""columns"": [""COUGHING"", ""SHORTNESS OF BREATH"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1003
"{""columns"": [""std_satisfaction"", ""happyScore""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",1004
"{
  ""columns"": [""Total Library Visitors"", ""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1005
"{""columns"": [""Age""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]}",1006
"{
  ""columns"": [""nursery"", ""romantic"", ""Pstatus""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1007
"{
  ""columns"": [""MntFishProducts""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1008
"{
  ""columns"": [""Special"", ""Height""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1009
"{""columns"": [""adjusted_satisfaction"", ""std_satisfaction""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",1010
"{
  ""columns"": [""LOR ""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1011
"{
  ""columns"": [""studytime"", ""freetime"", ""age""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1012
"{
  ""columns"": [""Thailand"", ""China""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",1013
"{
  ""columns"": [""Total Program Attendees""],
  ""methods"": [""Quartile""]
}",1014
"{
  ""columns"": [""isLegendary"", ""hasGender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1015
"{
  ""columns"": [""MntFishProducts"", ""NumStorePurchases"", ""Income""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1016
"{""columns"": [""CGPA""], ""methods"": [""Range"", ""Quartile"", ""Standard Deviation"", ""Variance Test""]}",1017
"{
  ""columns"": [""Height""],
  ""methods"": [""Median""]
}",1018
"{
  ""columns"": [""G1"", ""freetime"", ""Dalc""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1019
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1020
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Mean""]
}",1021
"{
  ""columns"": [""Attack""],
  ""methods"": [""Median""]
}",1022
"{
  ""columns"": [""Death Age: 51-99""],
  ""methods"": [""Range""]
}",1023
"{
  ""columns"": [""famrel"", ""Walc""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1024
"{
  ""columns"": [""address"", ""nursery"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1025
"{
  ""columns"": [""age"", ""health""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance"", ""Mood Variance Test""]
}",1026
"{
  ""columns"": [""Review""],
  ""methods"": [""Standard Deviation""]
}",1027
"{
  ""columns"": [""Income"", ""Z_CostContact""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1028
"{
  ""columns"": [""Hours Viewed"", ""Number of Ratings""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1029
"{
  ""columns"": [""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1030
"{""columns"": [""Sp_Def"", ""Speed"", ""Sp_Atk""], ""methods"": [""Partial Correlation Coefficient""]}",1031
"{
  ""columns"": [""Age"", ""Oldpeak""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1032
"{
  ""columns"": [""median_income""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",1033
"{
  ""columns"": [""Total eMedia Circulation"", ""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",1034
"{""columns"": [""MntFishProducts""], ""methods"": [""Skewness""]}",1035
"{
  ""columns"": [""NumStorePurchases"", ""Kidhome"", ""MntGoldProds""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1036
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",1037
"{
  ""columns"": [""Balance"", ""EstimatedSalary""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1038
"{
  ""columns"": [""Attack method: Hijacking"", ""Attack method: Hostage Taking (Barricade Incident)"", ""Attack method: Facility/Infrastructure Attack""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1039
"{""columns"": [""GRE Score"", ""CGPA""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1040
"{
  ""columns"": [""MntFishProducts"", ""Z_CostContact"", ""Teenhome""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1041
"{
  ""columns"": [""heart_disease"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1042
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1043
"{
  ""columns"": [""avg_income"", ""happyScore""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1044
"{
  ""columns"": [""hypertension"", ""ever_married""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1045
"{
  ""columns"": [""X2 house age"", ""Y house price of unit area""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1046
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1047
"{
  ""columns"": [""schoolsup""],
  ""methods"": [""Mode""]
}",1048
"{
  ""columns"": [""MntSweetProducts"", ""NumDealsPurchases""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1049
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1050
"{
  ""columns"": [""GDP""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1051
"{
  ""columns"": [""Weight_kg""],
  ""methods"": [""Standard Deviation""]
}",1052
"{
  ""columns"": [""max_power(bhp)"", ""price(in lakhs)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1053
"{
  ""columns"": [""Genre""],
  ""methods"": [""Mode""]
}",1054
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC"", ""Gender""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1055
"{""columns"": [""Rest of World""], ""methods"": [""Mean""]}",1056
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Standard Deviation"", ""Range"", ""Variance Test""]
}",1057
"{
  ""columns"": [""famsize"", ""paid"", ""address""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1058
"{
  ""columns"": [""Attack method: Armed Assault"", ""Terrorist Death Type : Suicide""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1059
"{
  ""columns"": [""Catch_Rate""],
  ""methods"": [""Mean""]
}",1060
"{
  ""columns"": [""ST_Slope"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1061
"{
  ""columns"": [""family_history_with_overweight"", ""CAEC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1062
"{
  ""columns"": [""CHEST PAIN"", ""LUNG_CANCER"", ""CHRONIC DISEASE""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1063
"{
  ""columns"": [""Terrorist Death Type : Killed"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1064
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1065
"{
  ""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1066
"{""columns"": [""Age"", ""RestingBP""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1067
"{
  ""columns"": [""Age"", ""Years of Experience""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1068
"{
  ""columns"": [""experience_level"", ""company_size""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1069
"{
  ""columns"": [""HP""],
  ""methods"": [""Mean""]
}",1070
"{""columns"": [""Number of trees sold""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]}",1071
"{
  ""columns"": [""Potential""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1072
"{
  ""columns"": [""CHRONIC DISEASE"", ""CHEST PAIN"", ""PEER_PRESSURE""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1073
"{
  ""columns"": [""Medu"", ""G2""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1074
"{""columns"": [""failures""], ""methods"": [""Skewness""]}",1075
"{
  ""columns"": [""Myanmar"", ""Thailand""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",1076
"{
  ""columns"": [""Europe""],
  ""methods"": [""Kurtosis""]
}",1077
"{
  ""columns"": [""FAVC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1078
"{
  ""columns"": [""Sex"", ""ChestPainType""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1079
"{
  ""columns"": [""CreditScore"", ""EstimatedSalary""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1080
"{""columns"": [""Nigeria"", ""Vietnam""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",1081
"{
  ""columns"": [""activities"", ""internet""],
  ""methods"": [""Chi-square Independence Test""]
}",1082
"{
  ""columns"": [""United States""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",1083
"{
  ""columns"": [""Bangladesh""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1084
"{
  ""columns"": [""paid"", ""activities""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1085
"{""columns"": [""X4 number of convenience stores""], ""methods"": []}",1086
"{
  ""columns"": [""freetime"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1087
"{
  ""columns"": [""NCP"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test""]
}",1088
"{""columns"": [""Japan"", ""India""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",1089
"{
  ""columns"": [""Value""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1090
"{
  ""columns"": [""SEP""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test"", ""Lilliefors Test"", ""Skewness"", ""Kurtosis""]
}",1091
"{""columns"": [""Pakistan"", ""Vietnam""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1092
"{
  ""columns"": [""adjusted_satisfaction""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",1093
"{
  ""columns"": [""ANXIETY"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1094
"{""columns"": [""std_satisfaction""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Mean"", ""Median"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]}",1095
"{
  ""columns"": [""Philippines"", ""Vietnam""],
  ""methods"": [""Variance Test"", ""Descriptive Statistics""]
}",1096
"{""columns"": [""CALC"", ""SMOKE""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",1097
"{
  ""columns"": [""CHRONIC DISEASE"", ""COUGHING"", ""ANXIETY""],
  ""methods"": [""Mantel-Haenszel Test""]
}",1098
"{
  ""columns"": [""RestingECG"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1099
"{
  ""columns"": [""Bangladesh"", ""China""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1100
"{
  ""columns"": [""Total"", ""Attack""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1101
"{
  ""columns"": [""University Rating"", ""Research""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1102
"{
  ""columns"": [""famrel"", ""health""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1103
"{
  ""columns"": [""ALCOHOL CONSUMING"", ""COUGHING"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1104
"{
  ""columns"": [""Research Environment Score""],
  ""methods"": [""Kurtosis""]
}",1105
"{
  ""columns"": [""Fedu"", ""freetime""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1106
"{
  ""columns"": [""goout"", ""school"", ""address"", ""reason""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1107
"{
  ""columns"": [""Actual Weight"", ""Duration""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1108
"{
  ""columns"": [""Type of tree"", ""Average Tree Price""],
  ""methods"": [""Descriptive Statistics"", ""Correlation Analysis""]
}",1109
"{
  ""columns"": [""std_satisfaction"", ""income_inequality"", ""adjusted_satisfaction""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1110
"{
  ""columns"": [""nursery"", ""Pstatus"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1111
"{
  ""columns"": [""schoolsup"", ""nursery"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1112
"{
  ""columns"": [""MntFruits"", ""Z_CostContact""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1113
"{
  ""columns"": [""Attack method: Bombing/Explosion""],
  ""methods"": [""Standard Deviation""]
}",1114
"{
  ""columns"": [""work_type"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1115
"{
  ""columns"": [""FCVC""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1116
"{
  ""columns"": [""HP""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1117
"{
  ""columns"": [""MntWines""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1118
"{
  ""columns"": [""engine(cc)"", ""max_power(bhp)"", ""mileage(kmpl)""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1119
"{
  ""columns"": [""MntGoldProds"", ""NumWebPurchases""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1120
"{""columns"": [""Age"", ""Heart Rate""], ""methods"": [""F-Test for Variance"", ""Bartlett Test"", ""Levene Test"", ""Mood Variance Test""]}",1121
"{
  ""columns"": [""ST_Slope"", ""FastingBS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1122
"{
  ""columns"": [""Height"", ""CH2O""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1123
"{
  ""columns"": [""MTRANS"", ""Gender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1124
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1125
"{
  ""columns"": [""avg_glucose_level"", ""bmi""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1126
"{
  ""columns"": [""paid"", ""activities""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1127
"{
  ""columns"": [""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1128
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1129
"{
  ""columns"": [""Myanmar""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1130
"{
  ""columns"": [""ALLERGY"", ""SHORTNESS OF BREATH""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1131
"{
  ""columns"": [""Total Cardholders""],
  ""methods"": [""Quartile""]
}",1132
"{
  ""columns"": [""Teenhome""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1133
"{
  ""columns"": [""AGE""],
  ""methods"": [""Skewness""]
}",1134
"{
  ""columns"": [""NCP"", ""CH2O""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1135
"{
  ""columns"": [""SMOKING"", ""CHEST PAIN""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1136
"{
  ""columns"": [""Death Age : 11-20"", ""Attack method: Assassination"", ""Attack method: Hijacking""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1137
"{
  ""columns"": [""Special""],
  ""methods"": [""Mean"", ""Standard Deviation"", ""Range"", ""Quartile"", ""Skewness"", ""Kurtosis""]
}",1138
"{
  ""columns"": [""Gender"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1139
"{
  ""columns"": [""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1140
"{
  ""columns"": [""paid"", ""internet"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1141
"{
  ""columns"": [""losangelesretail""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1142
"{
  ""columns"": [""traveltime"", ""G1""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1143
"{
  ""columns"": [""paid"", ""activities"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1144
"{
  ""columns"": [""Duration"", ""BMI""],
  ""methods"": [""Standard Deviation"", ""Range"", ""Variance Test""]
}",1145
"{""columns"": [""Japan"", ""Bangladesh""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",1146
"{
  ""columns"": [""Japan"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1147
"{""columns"": [""company_location"", ""salary""], ""methods"": [""Mode"", ""Descriptive Statistics""]}",1148
"{
  ""columns"": [""Thailand""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1149
"{
  ""columns"": [""EstimatedSalary""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",1150
"{
  ""columns"": [""Death Age : 21-50""],
  ""methods"": [""Mean""]
}",1151
"{
  ""columns"": [""freetime"", ""health"", ""failures""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1152
"{
  ""columns"": [""Year"", ""Philippines"", ""Thailand""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1153
"{
  ""columns"": [""runtime""],
  ""methods"": [""Quartile"", ""Range""]
}",1154
"{
  ""columns"": [""Walc"", ""health"", ""failures""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1155
"{
  ""columns"": [""experience_level"", ""work_setting""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1156
"{
  ""columns"": [""Potential"", ""Release Clause""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",1157
"{
  ""columns"": [""Total""],
  ""methods"": [""Mean""]
}",1158
"{""columns"": [""Year"", ""Number of trees sold"", ""Sales""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1159
"{
  ""columns"": [""G3""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",1160
"{""columns"": [""Total Cardholders"", ""# of Attendees at Children's and Teen Programming""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1161
"{""columns"": [""GRE Score"", ""Chance of Admit ""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",1162
